Measurement Start Date/Time,Measurement End Date/Time,Dose Equivalent Rate(nSv/h)
19/02/2019 17:28,19/02/2019 18:28,90
19/02/2019 18:28,19/02/2019 19:28,90
19/02/2019 19:28,19/02/2019 20:28,88
19/02/2019 20:29,19/02/2019 21:29,90
19/02/2019 21:29,19/02/2019 22:29,88
19/02/2019 22:29,19/02/2019 23:29,87
19/02/2019 23:29,20/02/2019 00:29,90
20/02/2019 00:29,20/02/2019 01:30,90
20/02/2019 01:30,20/02/2019 02:30,90
20/02/2019 02:30,20/02/2019 03:30,90
20/02/2019 03:30,20/02/2019 04:30,92
20/02/2019 04:30,20/02/2019 05:30,90
20/02/2019 05:31,20/02/2019 06:31,93
20/02/2019 06:31,20/02/2019 07:31,90
20/02/2019 07:31,20/02/2019 08:31,89
20/02/2019 08:31,20/02/2019 09:31,95
20/02/2019 09:31,20/02/2019 10:32,89
20/02/2019 10:32,20/02/2019 11:32,87
20/02/2019 11:32,20/02/2019 12:32,89
20/02/2019 12:32,20/02/2019 13:32,89
20/02/2019 13:32,20/02/2019 14:33,87
20/02/2019 14:33,20/02/2019 15:33,92
20/02/2019 15:33,20/02/2019 16:33,91
20/02/2019 16:33,20/02/2019 17:33,92
20/02/2019 17:33,20/02/2019 18:33,93
20/02/2019 18:33,20/02/2019 19:34,94
20/02/2019 19:34,20/02/2019 20:34,93
20/02/2019 20:34,20/02/2019 21:34,96
20/02/2019 21:34,20/02/2019 22:34,90
20/02/2019 22:34,20/02/2019 23:35,95
20/02/2019 23:35,21/02/2019 00:35,96
21/02/2019 00:35,21/02/2019 01:35,92
21/02/2019 01:35,21/02/2019 02:35,92
21/02/2019 02:35,21/02/2019 03:35,91
21/02/2019 03:36,21/02/2019 04:36,94
21/02/2019 04:36,21/02/2019 05:36,97
21/02/2019 05:36,21/02/2019 06:36,94
21/02/2019 06:36,21/02/2019 07:36,93
21/02/2019 07:36,21/02/2019 08:37,89
21/02/2019 08:37,21/02/2019 09:37,88
21/02/2019 09:37,21/02/2019 10:37,89
21/02/2019 10:37,21/02/2019 11:37,89
21/02/2019 11:37,21/02/2019 12:37,89
21/02/2019 12:38,21/02/2019 13:38,93
