Dose Equivalent Rate(nSv/h)
36
41
39
38
37
36
36
36
37
36
37
36
36
36
37
37
38
37
36
37
36
36
37
37
36
35
33
37
36
36
37
35
36
38
36
37
38
37
36
36
38
38
36
38
37
37
37
35
35
34
37
37
35
37
36
38
37
36
37
36
36
36
36
38
36
35
38
38
37
37
37
38
40
37
37
40
38
37
36
38
37
35
38
38
36
40
37
37
40
37
38
37
38
37
36
37
38
38
47
52
57
53
43
42
40
39
36
35
38
36
39
37
37
34
37
36
36
37
37
37
38
37
38
38
37
37
35
36
37
35
38
36
36
37
38
37
37
36
37
37
37
38
38
37
37
37
36
38
37
39
35
39
40
37
37
40
37
38
39
38
39
39
40
38
39
37
39
41
37
39
39
37
40
39
39
38
39
38
37
38
37
38
38
39
39
42
37
39
40
38
39
37
38
36
39
38
37
38
37
37
37
37
37
38
37
38
39
38
37
37
39
38
38
36
37
39
37
36
37
38
36
36
36
37
37
37
38
37
37
38
36
37
36
37
37
37
37
36
38
37
37
37
35
38
35
36
36
37
37
36
36
36
38
37
35
39
38
37
37
36
37
36
37
37
37
36
38
36
36
36
37
38
37
38
37
38
38
37
37
37
38
37
38
37
37
37
36
37
38
37
38
38
36
37
37
39
39
38
37
38
37
37
38
38
37
37
38
38
38
39
37
38
38
39
37
38
39
36
38
36
39
38
38
40
37
39
38
37
38
38
37
38
38
37
39
37
36
36
39
37
37
37
38
39
36
37
38
37
38
36
38
39
36
37
37
39
39
37
39
40
38
39
38
36
38
39
38
38
40
39
38
38
40
39
37
39
39
42
41
42
43
42
42
42
39
40
39
40
40
39
40
40
39
38
40
38
39
39
40
39
40
40
42
41
40
42
39
41
41
40
37
38
40
39
40
39
39
40
37
40
40
38
39
38
40
40
40
40
46
56
55
39
43
41
39
39
40
39
38
39
38
39
40
39
38
39
38
39
40
39
39
40
37
41
38
39
39
39
38
41
40
38
37
39
39
38
39
39
38
39
37
38
38
36
37
37
39
37
39
37
37
38
36
37
38
38
39
39
39
39
35
36
36
37
38
36
38
38
37
38
38
39
38
37
39
37
37
38
37
39
37
38
36
39
37
36
38
35
38
37
37
37
38
37
37
39
37
39
38
39
36
38
37
37
36
38
38
38
38
38
37
37
36
37
35
38
36
38
40
38
39
39
38
38
39
38
40
38
37
38
38
37
38
36
37
37
39
37
36
37
37
36
36
37
37
35
36
40
37
39
38
39
37
37
40
37
38
38
36
38
37
39
38
38
38
39
39
38
38
38
37
39
39
38
38
38
39
36
38
38
39
37
37
38
38
38
38
38
39
38
37
36
36
35
38
36
37
38
38
36
38
37
38
38
38
36
38
36
37
39
41
39
40
39
43
39
39
40
39
40
39
40
40
40
39
39
39
38
37
39
40
40
41
36
39
41
39
39
38
38
38
38
38
37
38
37
39
38
38
35
38
40
39
39
39
38
39
40
40
38
38
39
40
38
39
38
39
38
39
39
37
40
40
36
38
37
38
37
37
38
36
37
38
37
39
37
37
37
37
38
38
37
39
36
38
37
38
38
37
38
38
38
38
36
38
40
39
37
38
37
38
36
38
37
38
40
38
37
40
40
39
38
37
38
36
37
37
36
38
38
38
40
36
39
38
37
38
37
38
37
39
39
38
37
39
38
39
36
36
37
37
36
37
37
36
38
38
38
38
39
38
37
38
37
38
38
38
39
38
39
38
37
37
37
37
36
38
39
37
37
38
37
39
38
38
39
38
39
39
39
40
39
38
37
38
38
37
37
39
37
38
38
38
38
36
38
39
39
36
38
38
37
39
40
38
37
39
37
38
38
38
38
38
38
38
37
39
39
36
39
38
38
39
38
39
38
36
40
38
38
38
39
37
37
39
39
38
40
37
38
36
38
37
37
38
39
37
39
37
40
37
37
37
38
40
38
39
37
39
39
37
38
40
36
39
40
40
39
39
39
39
39
40
38
39
37
38
38
37
38
38
37
39
37
39
39
38
37
37
39
38
38
37
39
38
38
37
38
39
38
37
38
36
37
39
39
38
37
39
39
38
38
39
38
38
39
38
39
38
38
39
39
37
39
38
39
39
39
37
37
39
39
39
38
37
37
36
37
37
38
38
40
40
39
38
39
38
37
38
36
37
38
38
40
40
37
38
39
38
38
38
37
39
37
37
39
38
39
38
39
38
37
40
38
38
40
38
40
39
39
39
39
36
37
37
37
35
39
40
38
39
39
40
38
38
39
40
38
37
37
37
38
38
39
39
38
38
37
37
39
37
37
38
39
38
39
39
38
38
36
36
36
39
37
38
37
38
38
37
38
37
37
37
40
38
38
36
39
37
39
38
40
38
40
36
38
39
40
40
40
39
37
37
38
36
36
37
39
38
38
37
38
39
39
39
40
39
38
39
37
39
40
40
40
40
40
38
39
40
37
40
38
40
41
39
38
40
39
39
40
38
41
38
39
39
39
38
40
39
39
39
40
37
39
38
38
39
37
37
38
38
37
39
39
39
39
38
39
38
39
37
39
39
40
38
36
39
39
39
38
37
39
38
40
40
38
40
40
39
39
39
39
39
40
41
39
41
40
40
40
39
39
38
40
40
40
40
39
39
40
39
39
40
41
39
41
40
39
40
40
39
38
40
37
39
40
40
37
39
39
38
40
40
40
40
40
40
39
38
37
36
36
38
38
38
37
37
38
39
38
38
38
39
37
39
39
39
39
38
38
37
36
39
37
40
38
39
37
41
39
37
38
40
38
39
38
38
39
38
40
39
38
40
39
38
38
39
38
39
39
38
37
38
40
38
37
38
37
39
41
35
38
39
41
39
39
39
40
38
37
37
39
39
39
38
39
38
36
39
39
38
39
40
39
40
39
39
38
39
39
39
39
37
38
40
38
37
38
38
39
37
38
38
36
37
39
39
38
37
37
40
40
39
38
39
38
39
38
38
40
37
38
37
40
37
37
38
39
38
38
38
39
39
39
39
39
40
40
40
39
39
37
40
38
37
39
38
39
39
39
39
40
38
38
39
40
37
39
41
40
39
38
39
40
39
40
38
39
39
37
37
38
37
36
40
39
37
39
40
39
37
39
39
39
39
41
43
42
42
39
39
40
39
40
39
39
38
39
39
39
39
40
39
41
39
39
38
40
39
36
38
41
38
38
37
36
36
38
39
43
38
40
40
38
40
39
41
38
39
39
38
38
39
40
39
37
39
37
40
40
39
39
38
38
38
38
39
40
39
39
39
39
39
38
40
39
40
38
37
38
38
39
40
39
39
38
37
38
38
38
38
36
36
38
38
37
39
39
37
39
40
38
38
40
40
39
36
36
36
36
36
35
36
36
37
39
39
39
38
39
38
38
38
38
37
38
40
39
38
39
39
39
39
38
37
40
37
39
38
39
39
39
38
39
38
38
38
37
39
37
40
38
39
39
38
39
38
38
35
37
37
36
41
36
39
37
38
36
39
38
36
36
39
38
37
38
39
35
38
38
38
39
38
36
38
38
38
39
39
38
39
38
38
38
38
39
40
39
40
40
40
36
36
37
39
42
40
38
39
36
38
38
39
40
39
39
39
38
40
41
41
39
41
38
40
40
41
40
40
39
42
39
41
39
38
40
39
39
40
40
39
39
40
38
39
41
39
39
37
37
39
39
41
38
40
37
37
38
38
39
38
37
38
39
38
38
39
40
37
40
39
41
37
40
38
37
39
37
36
37
37
38
38
38
37
39
39
38
40
40
37
38
39
39
39
38
37
39
39
40
39
40
35
38
37
40
40
40
39
38
38
37
38
40
38
37
37
39
37
40
39
38
39
40
38
36
37
37
38
37
38
39
37
40
39
38
40
38
39
40
40
39
40
38
40
39
38
38
41
36
34
39
39
37
38
39
40
40
38
38
44
41
39
39
37
40
39
38
39
40
39
37
41
38
37
36
37
38
39
37
39
39
39
39
40
39
39
40
38
41
39
38
39
39
39
39
39
39
39
38
39
38
38
38
38
38
39
37
40
38
36
38
38
37
32
36
37
37
40
40
38
37
38
38
38
39
37
34
36
38
38
37
38
37
37
38
37
36
36
36
37
38
38
37
37
36
37
40
38
39
37
38
38
40
37
38
37
38
38
38
38
40
38
39
38
39
37
39
37
38
37
36
38
36
38
37
38
37
38
39
38
38
38
39
40
42
37
39
39
36
40
39
41
38
37
40
41
39
40
40
39
39
40
38
39
40
41
38
38
38
40
40
40
38
39
41
41
40
39
38
38
38
40
37
38
38
39
40
40
38
38
37
38
38
36
35
36
34
38
36
36
36
36
37
36
40
39
38
41
40
39
41
41
38
39
37
38
36
39
34
35
38
36
35
35
36
36
38
39
38
37
39
40
36
39
38
39
41
37
38
39
37
37
38
40
39
40
36
39
40
40
39
41
38
38
41
40
38
41
39
37
38
40
40
39
41
39
38
39
37
32
36
39
35
37
34
37
36
37
34
34
34
34
39
39
40
38
39
39
39
39
37
39
39
39
40
38
39
39
38
40
39
40
37
39
36
39
36
38
38
40
38
39
39
38
40
40
39
40
40
38
37
40
42
40
39
41
38
40
40
41
41
41
40
39
38
39
39
41
39
38
38
40
38
39
41
38
40
39
40
38
40
38
41
40
40
38
40
40
40
38
40
37
39
39
39
40
40
39
41
39
40
35
35
33
37
36
38
39
38
39
37
38
37
37
37
39
38
40
39
37
38
39
40
40
38
39
39
38
39
40
39
40
40
40
41
41
40
36
38
40
38
38
38
40
39
39
40
39
41
39
39
39
39
40
39
38
39
41
39
43
42
40
39
39
40
38
40
39
37
39
38
38
40
42
41
41
40
41
37
38
41
41
39
37
36
39
41
40
39
38
40
39
39
40
37
38
38
40
35
34
34
36
38
37
38
39
39
39
40
39
38
39
38
39
37
40
38
40
37
39
39
37
41
40
40
39
39
41
40
39
41
40
41
39
40
39
39
38
38
42
40
39
38
39
40
40
40
42
41
40
42
41
42
40
41
40
38
36
35
36
37
38
38
41
39
38
41
38
39
38
38
39
38
37
38
39
39
38
38
38
36
36
33
36
38
38
39
40
39
40
39
38
39
38
37
36
37
39
38
37
36
39
41
40
41
38
36
36
37
38
40
40
42
40
39
37
37
38
37
37
38
36
39
38
37
39
39
36
38
40
39
38
36
35
37
36
36
37
35
38
40
39
41
41
39
41
39
41
41
40
41
42
40
41
37
36
39
36
35
36
36
35
35
37
37
38
38
39
40
39
39
41
40
43
42
41
40
34
35
35
37
39
39
38
41
40
40
40
38
38
37
36
38
40
38
38
37
39
38
36
35
39
37
36
38
39
40
39
39
40
36
35
34
39
46
41
47
60
68
68
76
78
58
47
40
39
40
39
38
38
38
38
37
36
36
38
37
36
37
39
39
40
40
40
39
39
41
40
40
40
38
34
38
36
39
37
38
36
36
37
36
38
39
38
40
39
39
41
41
39
40
38
36
36
37
37
37
37
37
36
40
40
39
40
41
41
40
40
39
40
39
39
40
39
40
38
39
39
40
39
38
39
39
40
41
39
35
40
39
39
37
38
39
34
39
37
38
37
36
39
39
40
40
39
40
38
40
39
41
39
38
39
38
41
41
40
41
38
41
41
39
39
39
39
40
41
41
40
38
39
39
39
42
40
42
41
41
40
41
42
42
40
40
40
40
40
42
42
41
39
40
39
39
41
38
38
43
37
41
39
39
41
39
41
40
43
42
37
42
41
40
40
41
38
38
40
38
43
40
40
38
39
39
40
39
39
39
40
40
41
41
41
39
42
41
40
40
39
40
38
39
39
39
37
56
59
72
85
85
60
47
39
33
39
35
38
35
33
37
38
39
38
36
36
40
36
40
38
37
38
38
38
38
40
41
40
38
40
40
38
42
40
40
39
39
39
40
40
40
40
41
40
41
42
42
43
42
44
44
44
44
44
43
44
40
43
42
41
40
40
41
38
42
40
38
41
38
40
39
40
41
39
41
40
41
40
42
40
42
40
39
38
40
38
40
39
38
38
39
39
38
38
39
41
41
49
47
46
49
58
55
54
46
43
49
46
41
41
42
42
42
41
42
40
42
46
49
44
43
43
43
44
45
44
42
41
41
41
43
42
41
41
40
40
39
40
40
40
40
40
37
39
40
40
41
38
31
38
39
39
40
40
40
40
40
39
37
39
38
38
38
41
40
42
40
41
41
43
44
42
40
40
41
40
40
40
39
40
39
40
37
38
38
37
39
39
40
41
39
40
40
41
43
42
42
44
42
41
43
39
43
38
40
41
39
40
40
42
42
41
41
41
42
41
41
40
38
41
41
