Dose Equivalent Rate(nSv/h)
41
40
41
41
39
39
40
40
42
40
40
40
41
40
41
42
43
42
43
43
41
40
40
42
39
39
38
37
39
38
39
38
40
41
39
51
47
40
38
49
46
44
42
49
45
40
41
42
43
40
39
39
46
48
50
51
52
53
52
52
51
42
41
39
39
42
41
41
40
39
39
39
37
39
41
39
39
42
39
41
40
41
40
39
41
42
41
39
39
41
40
38
41
40
39
39
38
39
40
39
41
41
40
43
41
42
41
56
56
40
39
39
39
38
38
37
36
38
39
39
39
36
37
39
39
39
39
39
39
38
38
38
38
38
38
39
39
37
37
37
37
38
39
36
37
37
38
36
37
37
38
37
38
36
37
39
39
38
36
38
38
36
37
36
37
39
37
38
37
38
36
39
39
38
38
40
41
40
38
39
38
39
37
38
37
38
38
38
40
39
38
39
36
38
38
37
37
38
37
37
37
35
39
36
36
36
35
36
35
36
37
36
37
36
35
34
37
37
36
37
37
34
38
38
36
38
36
38
36
38
37
35
37
37
39
36
38
38
38
36
37
38
36
36
38
39
36
36
37
39
38
39
38
39
39
37
38
41
46
51
52
47
40
37
37
37
39
40
39
36
39
38
39
38
41
41
43
41
42
40
38
39
40
39
38
38
39
37
38
38
37
37
37
36
39
38
38
38
36
37
37
38
37
38
37
37
38
37
36
37
36
36
35
35
38
37
37
35
35
36
35
34
37
36
37
36
37
35
38
37
37
37
39
37
37
39
37
37
37
37
38
38
37
37
36
36
37
37
35
37
36
36
37
38
41
37
39
36
38
38
38
38
38
42
42
42
40
41
40
40
42
42
41
39
38
38
38
39
38
39
38
38
40
37
37
38
40
38
38
37
38
39
39
41
38
41
40
40
40
41
40
40
40
41
41
39
40
40
39
40
39
41
42
40
45
44
43
50
50
44
42
45
43
42
42
42
41
41
41
42
40
39
40
41
40
40
40
41
41
41
45
42
42
42
40
42
41
40
39
38
38
37
39
40
39
40
39
38
37
38
39
39
39
37
39
40
37
38
39
39
38
37
37
36
37
37
37
37
38
39
38
40
37
38
39
38
38
39
38
38
37
37
36
38
38
38
38
37
37
38
38
38
38
38
40
38
38
39
39
41
39
39
38
41
39
38
38
39
40
40
40
39
39
40
42
46
49
46
44
41
40
38
39
38
39
39
39
37
37
39
37
39
39
38
39
38
39
37
38
38
38
40
39
40
39
41
39
40
42
40
40
40
41
39
39
40
41
41
40
40
39
37
37
37
37
37
38
36
39
37
36
38
38
36
38
38
38
37
38
37
38
39
38
37
37
36
37
39
39
40
45
41
35
40
38
38
39
37
39
38
37
38
39
39
36
39
39
39
44
43
39
38
37
40
38
39
56
65
51
41
37
36
40
39
41
40
39
38
38
39
39
37
38
38
40
40
42
40
43
41
41
42
42
42
52
52
47
49
52
47
45
41
43
40
40
44
41
41
38
38
37
38
37
36
38
37
36
37
35
36
38
36
38
38
40
37
39
35
37
35
36
39
35
37
38
37
38
37
37
36
36
39
37
39
36
35
37
36
38
36
37
36
37
38
35
38
36
36
37
41
38
39
38
38
37
39
37
39
38
37
39
38
40
38
39
37
41
39
38
39
38
39
39
39
36
37
39
36
38
36
37
37
37
40
38
40
38
38
38
39
36
37
38
37
36
36
40
39
38
39
36
37
40
40
40
40
39
39
38
39
39
39
40
39
37
39
40
40
38
39
40
38
40
42
41
40
39
40
39
40
39
38
40
40
40
40
42
39
38
39
39
40
39
38
39
38
37
39
40
40
40
38
39
39
37
38
39
40
40
41
39
39
40
39
39
38
39
39
39
41
40
39
38
38
39
38
39
38
38
40
38
40
39
38
38
38
39
37
38
39
38
38
36
37
38
39
39
38
41
38
40
38
38
40
40
39
38
39
39
38
39
38
38
39
39
39
42
43
37
40
40
38
38
39
39
37
38
39
37
40
36
39
38
38
38
38
40
37
37
37
40
38
41
40
37
37
36
38
36
37
36
39
40
36
37
37
36
36
37
36
37
38
38
37
43
39
51
47
42
39
37
37
44
47
45
37
38
36
38
39
42
41
42
44
44
43
45
43
40
44
42
43
43
41
38
38
39
39
41
39
41
38
35
36
38
37
37
36
39
37
37
38
37
39
38
39
39
38
38
39
39
40
41
39
39
38
39
36
38
41
40
40
40
41
38
39
41
38
40
37
39
38
39
39
40
39
38
41
40
39
40
39
37
38
37
39
36
37
37
40
39
38
42
42
39
40
40
41
41
38
38
40
38
39
40
39
38
37
39
37
38
38
38
37
38
37
40
38
36
39
38
39
40
42
40
39
39
40
40
40
39
39
39
39
39
39
42
41
42
41
39
41
42
42
46
44
41
43
41
46
44
43
42
45
40
40
41
41
43
41
41
42
44
43
42
44
40
41
42
41
38
43
42
41
41
40
41
42
39
41
42
40
42
45
47
43
44
43
42
40
41
41
40
43
38
42
40
40
40
43
41
41
41
41
41
41
39
38
40
40
39
40
39
39
40
38
37
38
40
39
39
38
39
40
40
39
39
40
40
40
38
39
38
39
37
39
40
38
41
41
49
48
44
41
48
46
41
42
40
39
39
48
46
44
41
41
39
38
41
38
40
40
39
41
41
40
41
42
39
39
43
40
39
39
39
40
40
41
40
40
41
41
40
40
40
41
39
41
41
39
40
41
41
42
39
40
40
39
39
40
41
41
40
41
49
43
40
39
41
37
41
40
42
41
41
39
40
42
41
40
40
43
41
41
45
44
45
43
45
44
43
45
41
39
38
38
37
39
40
39
39
39
39
38
39
38
38
37
37
38
37
39
39
39
41
38
38
39
39
38
40
38
39
38
39
38
41
39
40
39
39
38
40
39
40
38
40
37
37
39
39
36
39
39
39
40
40
37
38
39
40
40
39
37
38
38
38
35
37
37
37
38
40
39
41
39
40
39
39
40
40
38
41
42
38
39
39
41
38
40
41
38
38
39
39
39
41
42
40
39
40
39
39
41
39
41
39
37
40
38
39
39
39
38
37
38
38
40
39
41
40
41
40
41
42
40
42
39
40
39
38
39
39
39
38
40
39
39
38
39
40
39
40
40
40
41
39
41
42
41
40
41
39
40
42
41
40
40
41
41
40
37
38
38
39
40
38
39
41
42
39
38
42
41
39
39
41
40
41
38
39
40
40
40
40
41
40
42
42
42
44
42
42
42
49
47
44
45
42
39
42
40
39
40
39
39
38
37
38
37
36
38
36
37
36
36
35
36
37
36
35
36
38
37
36
37
36
37
37
38
36
35
36
37
37
36
37
36
36
35
37
37
37
37
38
38
39
68
56
43
42
42
43
39
37
37
37
36
36
37
35
36
35
38
36
37
37
45
46
44
44
42
41
43
45
62
57
42
50
61
47
44
49
49
47
47
49
46
53
57
56
59
48
63
50
47
54
68
52
68
65
67
55
41
39
40
40
40
42
42
44
42
42
41
40
40
42
45
47
43
43
44
40
42
42
41
41
41
41
40
40
39
40
39
39
39
40
39
41
44
42
41
41
40
40
41
41
39
40
41
39
38
39
41
39
37
41
39
39
42
43
43
49
49
46
44
45
43
61
41
42
41
41
40
41
40
38
41
40
40
40
42
43
43
43
43
43
41
42
39
41
41
42
40
39
39
38
40
40
40
40
42
40
40
41
37
41
41
41
41
40
42
41
44
44
44
42
42
41
40
40
41
40
41
40
40
39
42
42
39
40
39
40
40
43
40
40
42
42
41
41
40
39
39
41
38
40
39
40
36
40
39
39
39
38
37
38
36
38
39
39
39
38
39
39
38
38
38
37
37
39
36
39
38
38
38
39
39
38
38
38
39
39
40
38
40
42
39
39
38
39
41
39
40
40
39
39
39
38
42
40
40
39
40
43
45
42
41
41
41
41
41
41
41
39
39
37
37
38
40
42
40
44
43
44
43
67
88
86
90
79
83
55
38
42
40
40
39
38
37
38
38
37
38
36
39
37
37
39
39
38
39
41
41
41
39
41
41
38
38
39
40
38
39
39
39
38
39
39
37
38
38
38
38
39
38
41
39
40
40
41
41
41
39
41
39
39
40
38
38
37
38
38
40
38
38
39
42
39
38
40
40
41
42
39
42
42
42
40
40
38
40
38
39
37
39
38
37
39
39
40
42
39
41
40
40
40
42
42
43
41
42
40
40
40
39
38
38
38
40
41
38
40
39
39
39
40
40
42
39
40
42
39
40
40
42
42
39
39
39
39
39
37
38
38
38
39
37
39
38
39
38
41
40
39
42
41
44
43
43
41
38
38
40
39
39
40
40
41
40
38
40
39
37
41
42
38
40
40
41
41
41
42
42
41
38
39
39
40
39
41
40
40
39
39
39
37
38
39
41
40
43
43
40
40
42
41
38
40
40
39
41
38
41
39
39
39
39
38
37
37
38
39
40
40
41
42
41
43
40
40
39
39
39
38
37
36
38
39
39
37
38
37
39
38
39
39
40
41
43
41
42
40
40
43
39
41
40
40
39
36
37
38
37
40
39
39
40
39
38
40
40
40
41
42
42
42
42
43
43
41
39
40
38
39
38
38
40
39
41
38
40
39
39
37
40
40
41
42
43
43
43
41
42
39
40
39
37
38
37
38
36
38
38
36
38
37
37
37
39
37
36
38
38
41
40
38
41
39
38
38
36
38
38
38
38
38
40
37
39
38
38
38
38
39
37
41
40
41
42
41
41
39
38
38
38
36
35
40
39
40
39
38
40
40
40
42
41
42
40
42
42
43
42
41
41
39
39
40
40
38
38
39
39
39
39
40
39
39
37
40
38
42
40
41
42
42
40
42
43
46
44
44
42
41
40
41
42
44
42
42
43
42
41
43
42
42
44
41
43
42
43
43
41
41
40
41
41
41
42
41
44
42
42
41
41
43
44
43
43
43
43
43
46
43
42
39
40
37
40
39
40
39
40
38
39
38
38
42
48
45
42
41
40
40
42
44
43
41
42
42
40
40
40
40
39
39
38
39
38
40
55
71
79
83
82
58
45
41
39
42
40
39
39
40
39
38
39
37
38
39
38
38
39
38
39
38
40
40
40
42
40
39
44
41
40
41
41
41
40
40
40
39
39
42
42
42
41
40
40
43
42
41
44
47
43
43
41
42
42
42
41
43
40
39
41
40
40
38
39
40
41
38
38
39
40
41
43
44
43
44
40
42
42
42
41
40
40
40
41
40
41
42
40
38
40
40
40
40
44
42
40
40
40
41
41
43
41
40
40
40
39
39
39
41
41
38
39
39
41
39
41
39
41
42
42
42
42
41
43
41
40
40
40
40
40
39
39
39
41
41
38
40
42
40
42
42
49
54
46
43
43
42
40
40
39
39
39
37
40
38
39
37
39
37
38
37
38
38
38
39
40
41
39
40
41
41
39
41
40
39
35
38
39
40
40
39
39
39
40
41
39
43
40
41
41
42
41
43
43
44
40
42
39
37
40
38
39
39
39
40
40
39
40
40
38
40
38
41
39
41
40
41
41
38
42
39
38
39
37
38
38
40
37
39
40
40
39
39
38
40
39
41
41
41
42
41
43
41
42
40
39
40
39
40
43
45
60
67
68
67
52
43
41
39
39
40
41
42
40
42
42
40
40
40
40
38
39
39
40
39
40
39
39
38
40
39
38
39
40
37
40
39
39
40
40
40
40
43
42
37
39
38
39
38
39
39
38
38
39
41
40
41
41
42
41
40
42
41
41
42
42
41
38
38
38
39
38
40
39
38
38
37
38
39
38
38
41
39
38
39
42
40
42
42
41
39
39
40
38
37
37
38
37
38
37
38
36
39
39
38
38
38
39
39
41
39
40
40
41
38
37
40
37
38
39
37
37
36
39
38
37
39
38
38
39
39
41
39
41
39
40
42
40
40
38
39
37
39
39
38
38
38
38
39
38
39
42
44
42
45
50
47
43
40
40
44
43
41
42
40
40
39
39
40
38
41
39
40
39
37
39
42
40
41
41
41
42
40
41
41
40
41
41
38
39
38
39
39
41
42
42
39
39
40
41
42
40
38
42
40
40
43
42
40
41
39
39
38
40
40
38
39
40
40
39
39
40
37
39
42
41
40
41
42
41
40
43
40
43
42
38
40
38
38
38
39
38
37
37
38
37
37
38
39
38
39
38
40
39
39
39
39
38
39
38
38
39
39
40
40
40
41
39
40
38
37
39
37
40
39
38
40
38
38
39
40
39
42
40
39
41
38
42
40
38
39
39
39
39
41
39
39
39
40
38
39
39
39
38
39
39
39
39
40
38
39
38
40
40
42
40
39
39
40
39
39
40
40
38
39
38
39
38
39
38
39
41
40
39
40
39
38
38
39
37
38
37
38
39
38
39
39
38
43
59
58
46
41
41
40
41
41
39
38
41
38
43
39
40
38
55
69
74
59
43
40
41
38
40
39
40
39
39
38
40
41
40
41
40
38
42
39
38
38
38
37
38
38
36
37
39
38
37
36
36
39
37
39
41
40
41
39
40
40
40
39
38
38
38
36
37
39
39
40
38
39
38
43
58
50
41
38
53
60
47
40
41
39
42
39
38
40
37
38
37
37
37
39
38
38
38
39
37
37
38
39
37
40
37
41
40
40
40
37
39
37
36
38
38
45
42
40
41
45
42
43
40
38
40
43
40
43
52
46
41
42
41
39
39
39
41
39
39
39
39
38
39
36
39
40
39
38
37
38
39
41
42
40
39
38
39
40
51
57
44
43
41
39
38
38
37
39
36
38
36
38
36
37
37
38
37
37
39
38
39
40
39
39
42
39
36
38
38
37
38
40
42
43
44
42
43
41
40
40
39
39
37
39
36
36
37
35
38
40
38
38
40
39
41
39
42
41
41
42
39
41
43
39
40
42
38
39
38
39
38
37
38
39
38
38
39
38
39
39
39
39
40
40
39
40
40
40
38
39
39
38
39
38
41
37
37
38
37
38
39
38
38
40
40
40
39
40
40
40
39
41
38
37
38
39
60
47
41
37
38
37
38
37
37
39
38
39
39
37
40
40
38
39
39
40
38
38
35
37
35
38
37
37
35
37
37
37
37
36
37
37
37
39
37
37
39
37
38
39
39
39
39
39
35
37
37
37
36
37
38
38
37
37
38
39
38
39
37
39
40
39
42
40
38
39
38
38
38
36
38
38
38
40
40
37
38
38
40
37
38
39
40
40
42
39
39
38
40
42
40
38
39
37
38
38
37
38
37
38
40
39
38
38
39
39
39
37
40
41
41
41
39
40
38
37
38
36
38
37
37
39
38
39
39
41
38
39
38
39
39
39
41
40
39
40
40
39
40
39
40
41
37
39
40
38
40
39
39
38
40
40
39
38
39
40
38
40
39
40
37
38
38
39
37
38
37
37
37
36
37
37
39
36
37
37
37
37
39
40
39
40
39
38
37
37
38
38
38
39
39
37
38
39
37
36
39
37
39
38
37
39
38
39
37
38
39
39
38
37
37
38
38
40
38
37
37
37
38
39
38
40
51
39
39
39
39
38
37
39
40
40
39
38
38
36
36
37
37
37
37
38
40
39
39
39
38
40
38
40
39
40
39
39
39
38
39
39
37
39
38
38
36
37
38
38
38
38
37
38
39
38
39
39
41
40
40
40
39
40
37
39
38
37
37
38
38
37
39
40
35
39
38
39
38
39
40
41
40
40
42
41
40
38
39
37
39
38
38
38
38
36
40
40
38
40
39
37
38
38
38
39
40
40
40
38
40
39
39
38
38
38
39
39
37
36
38
39
40
40
41
40
41
41
38
39
41
38
39
39
40
38
38
38
45
63
68
71
64
46
41
39
37
40
39
39
39
40
40
38
36
37
38
40
37
39
38
39
39
39
38
38
39
39
39
38
39
38
38
39
37
40
39
40
36
39
39
39
38
38
38
37
37
37
39
37
36
38
38
38
39
37
39
36
39
39
47
40
40
40
39
38
38
37
38
38
38
37
36
40
38
41
42
41
41
41
38
42
39
36
39
38
39
38
38
37
38
36
39
38
38
37
37
37
37
37
37
38
40
37
40
38
38
38
40
40
44
50
47
43
39
36
38
36
38
39
39
40
39
38
39
38
38
40
41
38
39
38
38
38
37
41
42
42
40
37
37
39
37
38
36
39
36
37
38
39
37
36
37
39
37
39
38
40
38
40
38
39
45
43
38
40
37
38
38
39
38
39
38
38
38
39
37
38
40
40
40
40
38
38
39
38
40
39
38
40
36
37
37
38
40
37
37
39
40
39
40
38
38
40
38
40
39
39
41
39
39
41
40
40
42
42
42
42
40
40
42
41
40
41
40
41
38
40
41
38
40
39
38
39
37
38
54
58
69
66
49
41
37
39
39
39
39
39
40
38
40
44
39
40
40
40
39
39
39
37
38
39
38
39
39
39
40
37
41
39
42
39
40
39
41
39
43
46
49
48
45
46
42
39
40
41
40
41
42
43
42
42
40
40
40
40
38
39
38
40
38
40
40
38
38
38
37
39
39
39
39
37
38
39
37
38
39
39
40
40
38
38
37
40
38
38
38
38
38
38
38
37
38
38
38
38
41
38
37
38
36
38
37
38
37
38
39
38
38
38
38
40
38
39
38
38
40
38
38
38
36
38
39
38
37
38
39
39
38
37
37
39
38
37
39
38
36
37
40
38
37
38
38
40
39
38
48
55
52
42
40
40
39
38
38
43
47
45
40
38
37
37
38
38
39
36
38
37
38
37
37
37
39
37
38
36
38
35
37
36
37
38
37
38
37
37
38
39
38
37
38
38
38
37
37
38
38
36
38
37
39
37
37
36
39
38
39
37
38
37
39
39
39
38
38
39
37
38
38
39
37
36
36
37
40
38
39
38
38
38
39
40
39
35
38
37
38
36
38
38
36
39
37
38
36
38
36
39
37
39
37
36
36
36
37
38
40
38
37
40
37
36
38
38
39
38
46
64
63
52
42
38
37
37
37
37
35
37
37
36
37
37
37
38
37
37
37
38
37
35
39
37
36
37
38
35
36
37
38
37
39
38
36
38
40
38
38
36
37
38
37
40
39
36
38
39
38
39
40
38
39
39
39
39
38
37
57
77
52
43
38
38
36
37
39
38
38
39
37
40
38
39
37
38
40
36
37
37
36
35
38
39
36
36
36
36
35
36
37
36
